number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_take_profit,params_trend_sma_period,state
0,9.649920311667529,2025-09-03 11:11:11.712752,2025-09-03 11:12:08.544896,0 days 00:00:56.832144,37,10,18,15,11,53,115,4.830383620242545,25,COMPLETE
1,-inf,2025-09-03 11:11:11.716193,2025-09-03 11:11:11.717443,0 days 00:00:00.001250,56,13,12,32,18,56,46,3.4181237626987575,24,COMPLETE
2,-inf,2025-09-03 11:11:11.718267,2025-09-03 11:12:08.740735,0 days 00:00:57.022468,69,12,13,48,22,46,231,0.8963437262855327,6,COMPLETE
3,-inf,2025-09-03 11:11:11.719861,2025-09-03 11:12:07.239475,0 days 00:00:55.519614,42,14,11,16,11,30,49,3.3690689747354408,15,COMPLETE
4,-inf,2025-09-03 11:11:11.732086,2025-09-03 11:12:07.183394,0 days 00:00:55.451308,38,17,9,29,11,35,156,0.8257971122968865,18,COMPLETE
5,-inf,2025-09-03 11:12:07.240406,2025-09-03 11:12:59.384817,0 days 00:00:52.144411,7,16,18,27,13,30,42,3.153536540109868,23,COMPLETE
6,-inf,2025-09-03 11:12:07.311547,2025-09-03 11:13:00.197709,0 days 00:00:52.886162,59,20,13,30,28,30,181,3.9801537040111796,28,COMPLETE
7,21687.042837629386,2025-09-03 11:12:08.568862,2025-09-03 11:13:02.924194,0 days 00:00:54.355332,14,15,17,33,27,69,112,4.803904952426848,12,COMPLETE
8,379.4787135156739,2025-09-03 11:12:08.743815,2025-09-03 11:13:04.195879,0 days 00:00:55.452064,69,18,17,35,22,53,127,4.478342698758118,20,COMPLETE
9,3905.8606376004464,2025-09-03 11:12:59.416926,2025-09-03 11:13:53.858110,0 days 00:00:54.441184,31,15,19,43,8,65,131,4.5028751735483,16,COMPLETE
10,-inf,2025-09-03 11:13:00.209637,2025-09-03 11:13:52.470184,0 days 00:00:52.260547,40,13,13,38,13,31,223,3.647768524121266,7,COMPLETE
11,-inf,2025-09-03 11:13:02.941977,2025-09-03 11:13:56.981156,0 days 00:00:54.039179,45,5,17,40,28,33,247,4.058274843511287,27,COMPLETE
12,-inf,2025-09-03 11:13:04.207870,2025-09-03 11:13:04.209051,0 days 00:00:00.001181,67,19,12,24,21,52,53,4.00327451605422,12,COMPLETE
13,23041.14632434622,2025-09-03 11:13:04.244179,2025-09-03 11:14:02.845252,0 days 00:00:58.601073,5,5,20,41,30,67,91,1.9007851860064577,6,COMPLETE
14,11884.80967935132,2025-09-03 11:13:52.471285,2025-09-03 11:14:46.514632,0 days 00:00:54.043347,13,7,20,40,30,69,96,4.911867421906849,18,COMPLETE
15,2610.742777971036,2025-09-03 11:13:53.869933,2025-09-03 11:14:47.458513,0 days 00:00:53.588580,11,5,20,44,5,70,96,1.9436359720858654,11,COMPLETE
16,5084.502994599226,2025-09-03 11:13:56.998271,2025-09-03 11:14:50.706120,0 days 00:00:53.707849,17,10,20,46,5,70,96,2.5259910595941357,12,COMPLETE
17,11932.530901006894,2025-09-03 11:14:02.912238,2025-09-03 11:14:57.465948,0 days 00:00:54.553710,5,5,20,47,30,70,91,2.0064929938096183,10,COMPLETE
18,11681.838178563898,2025-09-03 11:14:46.536611,2025-09-03 11:15:37.705949,0 days 00:00:51.169338,20,10,15,49,25,62,88,1.993639468861075,9,COMPLETE
19,10398.684549911493,2025-09-03 11:14:47.475284,2025-09-03 11:15:39.608751,0 days 00:00:52.133467,22,8,16,21,25,61,84,2.2137360832591635,10,COMPLETE
20,7232.424287490856,2025-09-03 11:14:50.754382,2025-09-03 11:15:42.907495,0 days 00:00:52.153113,22,8,15,50,26,62,76,1.728504681524754,9,COMPLETE
21,1431.9058462168553,2025-09-03 11:14:57.557025,2025-09-03 11:15:50.011215,0 days 00:00:52.454190,21,9,15,22,25,62,167,1.5671510381757898,5,COMPLETE
22,492.5889979960017,2025-09-03 11:15:37.800111,2025-09-03 11:16:32.850257,0 days 00:00:55.050146,26,7,6,22,25,61,163,1.4162895522761425,5,COMPLETE
23,-inf,2025-09-03 11:15:39.642025,2025-09-03 11:16:34.266798,0 days 00:00:54.624773,31,8,7,36,25,45,155,1.4448118402188235,5,COMPLETE
24,1699.6588584886847,2025-09-03 11:15:42.960763,2025-09-03 11:16:36.117870,0 days 00:00:53.157107,5,6,5,38,30,66,172,1.2062594792381542,5,COMPLETE
25,1722.897467636545,2025-09-03 11:15:50.083664,2025-09-03 11:16:47.129100,0 days 00:00:57.045436,7,6,5,36,30,66,115,1.3722483782282684,14,COMPLETE
26,5727.258851649544,2025-09-03 11:16:33.002694,2025-09-03 11:17:27.905238,0 days 00:00:54.902544,5,6,18,36,30,66,113,2.64464321713928,13,COMPLETE
27,24325.336532583056,2025-09-03 11:16:34.305666,2025-09-03 11:17:30.445671,0 days 00:00:56.140005,6,6,18,41,30,66,67,2.6921137229524277,13,COMPLETE
28,9064.419063806377,2025-09-03 11:16:36.124354,2025-09-03 11:17:32.373912,0 days 00:00:56.249558,14,12,18,42,28,66,65,2.79891704839419,14,COMPLETE
29,4078.478532020086,2025-09-03 11:16:47.140697,2025-09-03 11:17:41.905465,0 days 00:00:54.764768,13,12,18,42,28,57,74,2.7101482664442114,8,COMPLETE
30,-inf,2025-09-03 11:17:27.912183,2025-09-03 11:17:30.099050,0 days 00:00:02.186867,80,12,19,43,28,59,66,0.5194639112950967,8,COMPLETE
31,4540.5433240540515,2025-09-03 11:17:30.110420,2025-09-03 11:18:26.461997,0 days 00:00:56.351577,15,16,19,45,27,57,68,2.852579759414692,8,COMPLETE
32,2985.576675629032,2025-09-03 11:17:30.500300,2025-09-03 11:18:25.256452,0 days 00:00:54.756152,14,11,17,33,18,56,32,2.807108452928272,20,COMPLETE
33,1927.3845828677622,2025-09-03 11:17:32.390645,2025-09-03 11:18:28.626403,0 days 00:00:56.235758,28,15,16,33,19,58,107,2.886794593585836,20,COMPLETE
34,6859.844389750481,2025-09-03 11:17:41.938233,2025-09-03 11:18:37.623033,0 days 00:00:55.684800,11,5,19,46,27,68,105,2.3335720030096767,11,COMPLETE
35,9092.857713954192,2025-09-03 11:18:25.343227,2025-09-03 11:19:18.569427,0 days 00:00:53.226200,10,5,19,46,26,68,107,2.315933995446182,11,COMPLETE
36,9172.64868507737,2025-09-03 11:18:26.469470,2025-09-03 11:19:19.240432,0 days 00:00:52.770962,9,5,20,47,23,68,110,2.344107222588814,11,COMPLETE
37,4973.544599221918,2025-09-03 11:18:28.653205,2025-09-03 11:19:22.486843,0 days 00:00:53.833638,10,7,20,48,23,68,141,2.3537588065224897,11,COMPLETE
38,-inf,2025-09-03 11:18:37.753408,2025-09-03 11:19:29.548714,0 days 00:00:51.795306,49,7,20,40,23,46,141,2.0755434237891675,10,COMPLETE
39,-inf,2025-09-03 11:19:18.612739,2025-09-03 11:20:13.715215,0 days 00:00:55.102476,5,7,20,48,23,45,140,3.140197962886374,16,COMPLETE
40,-inf,2025-09-03 11:19:19.278308,2025-09-03 11:20:16.743120,0 days 00:00:57.464812,47,7,14,40,16,45,142,1.9215616575203318,16,COMPLETE
41,-inf,2025-09-03 11:19:22.509097,2025-09-03 11:20:18.320188,0 days 00:00:55.811091,50,14,14,39,29,41,57,3.2435244657554634,16,COMPLETE
42,3578.151911832544,2025-09-03 11:19:29.612964,2025-09-03 11:20:30.992559,0 days 00:01:01.379595,17,14,9,30,15,64,54,1.76374111083677,17,COMPLETE
43,-inf,2025-09-03 11:20:13.726303,2025-09-03 11:21:11.602193,0 days 00:00:57.875890,18,14,14,31,16,41,55,3.325663315092818,7,COMPLETE
44,9442.994204290726,2025-09-03 11:20:16.750174,2025-09-03 11:21:14.489418,0 days 00:00:57.739244,18,6,17,38,30,64,89,4.879076986702968,18,COMPLETE
45,9918.293349578085,2025-09-03 11:20:18.323086,2025-09-03 11:21:17.569573,0 days 00:00:59.246487,18,6,10,31,30,64,84,4.970543814297475,18,COMPLETE
46,6801.544736964022,2025-09-03 11:20:31.025738,2025-09-03 11:21:28.324986,0 days 00:00:57.299248,8,6,17,28,30,70,125,4.828404847068601,18,COMPLETE
47,834.3931232214268,2025-09-03 11:21:11.645570,2025-09-03 11:22:08.083400,0 days 00:00:56.437830,36,6,17,28,30,70,127,4.5870895628185195,19,COMPLETE
48,5792.786348344663,2025-09-03 11:21:14.495701,2025-09-03 11:22:12.444174,0 days 00:00:57.948473,25,9,19,41,29,70,123,4.58584646593001,23,COMPLETE
49,14025.745665514896,2025-09-03 11:21:17.576556,2025-09-03 11:22:15.347820,0 days 00:00:57.771264,8,9,19,27,29,70,98,4.569546250899239,24,COMPLETE
50,4963.42759610341,2025-09-03 11:21:28.352200,2025-09-03 11:22:29.187397,0 days 00:01:00.835197,25,9,19,41,29,70,96,4.3681906398549035,30,COMPLETE
51,4321.423559879796,2025-09-03 11:22:08.141721,2025-09-03 11:23:04.814956,0 days 00:00:56.673235,25,9,19,44,27,68,97,3.6695617056913616,23,COMPLETE
52,391.6952819036683,2025-09-03 11:22:12.450453,2025-09-03 11:23:11.438864,0 days 00:00:58.988411,12,18,18,34,27,53,196,3.606634255329297,14,COMPLETE
53,3824.930264468177,2025-09-03 11:22:15.359988,2025-09-03 11:23:16.806225,0 days 00:01:01.446237,7,18,18,25,27,60,43,3.7230603523255077,30,COMPLETE
54,2628.967207110347,2025-09-03 11:22:29.204551,2025-09-03 11:23:25.998981,0 days 00:00:56.794430,12,18,18,26,27,68,198,4.202841153694413,26,COMPLETE
55,6082.120362216651,2025-09-03 11:23:04.827015,2025-09-03 11:24:01.706342,0 days 00:00:56.879327,11,17,18,18,27,67,194,4.314595531862244,13,COMPLETE
56,11986.805873088473,2025-09-03 11:23:11.512881,2025-09-03 11:24:06.995686,0 days 00:00:55.482805,7,8,20,25,29,67,80,4.346121191979043,25,COMPLETE
57,5500.2168155821355,2025-09-03 11:23:16.813335,2025-09-03 11:24:10.774099,0 days 00:00:53.960764,5,8,16,50,29,67,75,4.2668544239522594,24,COMPLETE
58,7182.772249777939,2025-09-03 11:23:26.050959,2025-09-03 11:24:22.528863,0 days 00:00:56.477904,8,8,20,20,29,63,74,4.74830727069347,22,COMPLETE
59,12483.464629303004,2025-09-03 11:24:01.744439,2025-09-03 11:24:56.767373,0 days 00:00:55.022934,7,8,16,38,29,64,77,4.660395342896188,24,COMPLETE
60,11033.069377467338,2025-09-03 11:24:07.034020,2025-09-03 11:25:00.696229,0 days 00:00:53.662209,5,8,16,24,29,63,78,4.649143336814028,28,COMPLETE
61,8452.333604249305,2025-09-03 11:24:10.785784,2025-09-03 11:25:06.439833,0 days 00:00:55.654049,8,11,20,23,26,63,80,4.7210532122923885,28,COMPLETE
62,768.5275027720451,2025-09-03 11:24:22.587746,2025-09-03 11:25:16.801484,0 days 00:00:54.213738,60,5,20,25,9,65,83,1.1315244393863395,28,COMPLETE
63,4350.3776636072635,2025-09-03 11:24:56.779199,2025-09-03 11:25:50.459488,0 days 00:00:53.680289,15,10,16,23,9,65,61,4.720139736871824,28,COMPLETE
64,6154.628354695272,2025-09-03 11:25:00.750585,2025-09-03 11:25:53.590674,0 days 00:00:52.840089,15,5,20,35,26,65,89,4.098585304208346,25,COMPLETE
65,1942.6561948173821,2025-09-03 11:25:06.451694,2025-09-03 11:26:00.254452,0 days 00:00:53.802758,16,5,19,35,9,66,89,3.9321665883303636,24,COMPLETE
66,4116.852134117888,2025-09-03 11:25:16.813265,2025-09-03 11:26:08.641333,0 days 00:00:51.828068,15,10,19,36,28,65,91,3.923066770501203,26,COMPLETE
67,4531.159762976621,2025-09-03 11:25:50.536548,2025-09-03 11:26:48.895642,0 days 00:00:58.359094,9,11,19,37,28,66,89,3.870367908631026,25,COMPLETE
68,5074.216010194466,2025-09-03 11:25:53.645963,2025-09-03 11:26:51.707180,0 days 00:00:58.061217,7,9,19,37,28,67,101,4.467972035352889,22,COMPLETE
69,4022.353166916816,2025-09-03 11:26:00.271252,2025-09-03 11:26:58.051091,0 days 00:00:57.779839,7,11,19,37,28,69,101,4.4586736305898125,22,COMPLETE
70,10571.879608097524,2025-09-03 11:26:08.663127,2025-09-03 11:27:05.803405,0 days 00:00:57.140278,7,7,18,27,28,69,102,4.431724304920084,21,COMPLETE
71,4330.41763018285,2025-09-03 11:26:49.040640,2025-09-03 11:27:45.347989,0 days 00:00:56.307349,7,20,18,43,24,69,100,4.493738536338565,22,COMPLETE
72,6940.623276592477,2025-09-03 11:26:51.767046,2025-09-03 11:27:49.376379,0 days 00:00:57.609333,20,6,18,44,24,61,118,2.993253200332326,7,COMPLETE
73,13732.619504058224,2025-09-03 11:26:58.119515,2025-09-03 11:27:54.450517,0 days 00:00:56.331002,11,7,12,43,24,69,117,1.6009953049624241,6,COMPLETE
74,33293.283704877256,2025-09-03 11:27:05.809978,2025-09-03 11:28:06.637433,0 days 00:01:00.827455,12,13,17,44,30,69,116,4.138933128504307,9,COMPLETE
75,15847.468756277247,2025-09-03 11:27:45.365452,2025-09-03 11:28:41.594753,0 days 00:00:56.229301,12,7,20,42,30,67,68,2.5241799731275947,9,COMPLETE
76,60935.204216617516,2025-09-03 11:27:49.388512,2025-09-03 11:28:51.546379,0 days 00:01:02.157867,13,7,20,39,30,67,70,4.925551526473048,9,COMPLETE
77,12071.447555121238,2025-09-03 11:27:54.468112,2025-09-03 11:28:56.850729,0 days 00:01:02.382617,12,7,12,39,29,67,133,1.6114168664252153,6,COMPLETE
78,31477.64767849252,2025-09-03 11:28:06.724748,2025-09-03 11:29:08.894032,0 days 00:01:02.169284,12,15,11,42,21,67,118,4.9919633055493495,6,COMPLETE
79,12648.182028835428,2025-09-03 11:28:41.616758,2025-09-03 11:29:40.681639,0 days 00:00:59.064881,13,13,10,42,29,69,118,2.459806994511829,6,COMPLETE
80,23874.43822712679,2025-09-03 11:28:51.584325,2025-09-03 11:29:47.933892,0 days 00:00:56.349567,20,13,12,42,20,69,48,2.468981241782181,9,COMPLETE
81,23804.237657350153,2025-09-03 11:28:56.867969,2025-09-03 11:29:53.867560,0 days 00:00:56.999591,20,15,11,43,20,69,48,2.490914865091334,9,COMPLETE
82,63631.78228732118,2025-09-03 11:29:09.006639,2025-09-03 11:30:04.416642,0 days 00:00:55.410003,20,13,9,42,30,68,48,4.9454450750937164,9,COMPLETE
83,2882.3076017374674,2025-09-03 11:29:40.739330,2025-09-03 11:30:38.002786,0 days 00:00:57.263456,22,15,11,42,30,50,35,4.971054123461562,9,COMPLETE
84,44316.83212567435,2025-09-03 11:29:47.955057,2025-09-03 11:30:48.787592,0 days 00:01:00.832535,22,13,11,45,20,68,37,4.985694464722428,9,COMPLETE
85,21170.898967325167,2025-09-03 11:29:53.902107,2025-09-03 11:30:50.777309,0 days 00:00:56.875202,23,15,11,45,20,68,36,2.651785712248433,9,COMPLETE
86,17143.464210236223,2025-09-03 11:30:04.433521,2025-09-03 11:30:57.855956,0 days 00:00:53.422435,22,15,11,45,20,68,33,2.1338788287650217,9,COMPLETE
87,7114.25588678077,2025-09-03 11:30:38.062400,2025-09-03 11:31:32.441829,0 days 00:00:54.379429,33,13,11,41,20,68,39,2.1086662152822315,10,COMPLETE
88,7952.016032595037,2025-09-03 11:30:48.853537,2025-09-03 11:31:44.916608,0 days 00:00:56.063071,30,13,11,45,20,68,49,2.2146469329080585,8,COMPLETE
89,10023.12563460299,2025-09-03 11:30:50.788989,2025-09-03 11:31:47.948644,0 days 00:00:57.159655,28,13,13,45,21,66,48,2.1840872127446596,7,COMPLETE
90,27361.967189661245,2025-09-03 11:30:57.996531,2025-09-03 11:31:52.316277,0 days 00:00:54.319746,27,13,13,41,21,66,45,4.906222512894755,7,COMPLETE
91,50506.231068347006,2025-09-03 11:31:32.478510,2025-09-03 11:32:24.834382,0 days 00:00:52.355872,19,16,8,44,21,66,48,4.875938102846005,8,COMPLETE
92,28130.5421339004,2025-09-03 11:31:44.980639,2025-09-03 11:32:38.017006,0 days 00:00:53.036367,20,16,13,44,18,66,47,2.9933568196399993,7,COMPLETE
93,-inf,2025-09-03 11:31:47.976741,2025-09-03 11:32:39.054883,0 days 00:00:51.078142,41,14,8,47,18,36,60,4.861619072589748,8,COMPLETE
94,-inf,2025-09-03 11:31:52.349057,2025-09-03 11:32:45.533570,0 days 00:00:53.184513,18,14,9,39,18,36,30,4.860964763190112,8,COMPLETE
95,12277.305874635978,2025-09-03 11:32:24.896998,2025-09-03 11:33:19.799766,0 days 00:00:54.902768,19,16,8,47,18,64,59,4.990000190715996,8,COMPLETE
96,79321.71602528688,2025-09-03 11:32:38.054742,2025-09-03 11:33:30.954777,0 days 00:00:52.900035,18,16,8,47,18,65,43,4.86039673421983,8,COMPLETE
97,34983.89180865052,2025-09-03 11:32:39.080315,2025-09-03 11:33:32.945046,0 days 00:00:53.864731,19,16,8,39,22,62,52,4.937439103397201,7,COMPLETE
98,95977.15860137007,2025-09-03 11:32:45.545109,2025-09-03 11:33:40.405912,0 days 00:00:54.860803,19,16,8,44,22,65,43,4.915607970028385,7,COMPLETE
99,63951.175262566,2025-09-03 11:33:19.864575,2025-09-03 11:34:13.083074,0 days 00:00:53.218499,17,17,12,44,22,62,44,4.786836036403847,12,COMPLETE
100,29813.42530851688,2025-09-03 11:33:30.976800,2025-09-03 11:34:25.445484,0 days 00:00:54.468684,24,17,7,49,22,63,42,4.798619246418687,12,COMPLETE
101,39432.66495419551,2025-09-03 11:33:32.956794,2025-09-03 11:34:27.310856,0 days 00:00:54.354062,23,17,7,49,22,62,40,4.806627532199989,6,COMPLETE
102,136043.2410905667,2025-09-03 11:33:40.443929,2025-09-03 11:34:31.360886,0 days 00:00:50.916957,17,16,7,49,22,62,40,4.7851706372797524,5,COMPLETE
103,26956.00343874616,2025-09-03 11:34:13.132273,2025-09-03 11:35:06.238162,0 days 00:00:53.105889,24,17,7,49,22,62,40,4.800568183394563,10,COMPLETE
104,20046.447735845122,2025-09-03 11:34:25.494212,2025-09-03 11:35:21.541797,0 days 00:00:56.047585,23,17,7,49,22,62,40,4.798420713228384,10,COMPLETE
105,20922.096466107298,2025-09-03 11:34:27.364780,2025-09-03 11:35:23.334278,0 days 00:00:55.969498,17,17,8,46,22,60,53,4.999794876808339,5,COMPLETE
106,88902.6562245493,2025-09-03 11:34:31.372236,2025-09-03 11:35:27.164814,0 days 00:00:55.792578,17,17,7,49,22,60,40,4.660860055902046,5,COMPLETE
107,14966.67276561911,2025-09-03 11:35:06.281867,2025-09-03 11:36:01.321018,0 days 00:00:55.039151,18,17,8,46,19,59,54,4.6482415322793385,5,COMPLETE
108,28498.98217194599,2025-09-03 11:35:21.575605,2025-09-03 11:36:18.167945,0 days 00:00:56.592340,16,16,8,46,19,60,54,4.640441567650039,5,COMPLETE
109,11869.862662808886,2025-09-03 11:35:23.357277,2025-09-03 11:36:20.025706,0 days 00:00:56.668429,16,16,6,48,19,58,52,4.629919706229465,6,COMPLETE
110,24736.991907144497,2025-09-03 11:35:27.182235,2025-09-03 11:36:23.805308,0 days 00:00:56.623073,17,16,6,48,19,60,52,4.68353440993409,5,COMPLETE
111,3407.020056134278,2025-09-03 11:36:01.333136,2025-09-03 11:36:55.946930,0 days 00:00:54.613794,16,16,6,50,17,60,64,4.673301185951588,7,COMPLETE
112,18128.62862480424,2025-09-03 11:36:18.185589,2025-09-03 11:37:08.108388,0 days 00:00:49.922799,21,19,6,48,17,56,37,4.726249453399368,6,COMPLETE
113,1605.532568924206,2025-09-03 11:36:20.032709,2025-09-03 11:37:12.470957,0 days 00:00:52.438248,21,18,6,50,21,55,63,4.7324233265309505,7,COMPLETE
114,28378.562863502644,2025-09-03 11:36:23.840775,2025-09-03 11:37:15.618433,0 days 00:00:51.777658,21,18,9,50,23,61,63,4.550794387057773,7,COMPLETE
115,199587.59635139632,2025-09-03 11:36:55.958830,2025-09-03 11:37:50.814738,0 days 00:00:54.855908,19,19,9,49,23,63,37,4.902173011487117,6,COMPLETE
116,104886.9248885643,2025-09-03 11:37:08.207245,2025-09-03 11:38:04.945641,0 days 00:00:56.738396,14,18,9,44,23,63,30,4.545206459868866,8,COMPLETE
117,78913.92573640826,2025-09-03 11:37:12.526505,2025-09-03 11:38:08.965353,0 days 00:00:56.438848,14,12,9,47,23,63,43,4.554816518044814,8,COMPLETE
118,43900.06096994366,2025-09-03 11:37:15.653401,2025-09-03 11:38:09.330147,0 days 00:00:53.676746,14,19,7,44,13,63,30,4.86235405962318,8,COMPLETE
119,85990.34966206447,2025-09-03 11:37:50.896566,2025-09-03 11:38:44.442192,0 days 00:00:53.545626,14,17,10,47,23,63,44,4.8462322994777605,8,COMPLETE
120,63363.883213714456,2025-09-03 11:38:05.088130,2025-09-03 11:38:58.155627,0 days 00:00:53.067497,14,19,9,47,23,64,34,4.8852341134487824,8,COMPLETE
121,86229.11380019806,2025-09-03 11:38:08.977489,2025-09-03 11:39:01.556224,0 days 00:00:52.578735,14,19,10,47,23,63,30,4.899736497870505,8,COMPLETE
122,34472.285931942635,2025-09-03 11:38:09.352418,2025-09-03 11:39:01.905932,0 days 00:00:52.553514,14,19,10,47,24,64,44,4.412973181402955,11,COMPLETE
123,58846.61818904754,2025-09-03 11:38:44.464184,2025-09-03 11:39:36.860652,0 days 00:00:52.396468,10,19,10,47,24,64,43,4.393913285760654,8,COMPLETE
124,73094.32337399902,2025-09-03 11:38:58.172494,2025-09-03 11:39:51.337856,0 days 00:00:53.165362,14,19,10,47,24,65,43,4.538235306136628,8,COMPLETE
125,42620.182662924795,2025-09-03 11:39:01.589132,2025-09-03 11:39:55.553933,0 days 00:00:53.964801,14,19,10,47,24,64,44,4.395962340892622,10,COMPLETE
126,50015.40995740593,2025-09-03 11:39:01.913252,2025-09-03 11:39:56.288297,0 days 00:00:54.375045,15,20,9,47,23,61,33,4.581617995553268,8,COMPLETE
127,28593.51936416886,2025-09-03 11:39:36.888019,2025-09-03 11:40:29.559948,0 days 00:00:52.671929,15,20,9,46,23,61,33,4.551752051691426,10,COMPLETE
128,81057.60534747494,2025-09-03 11:39:51.382336,2025-09-03 11:40:44.062554,0 days 00:00:52.680218,15,20,9,49,23,61,34,4.539013790900932,6,COMPLETE
129,142710.23762378504,2025-09-03 11:39:55.601395,2025-09-03 11:40:49.680339,0 days 00:00:54.078944,10,20,9,48,23,61,33,4.523842202934447,6,COMPLETE
130,237259.96664685424,2025-09-03 11:39:56.347231,2025-09-03 11:40:50.292410,0 days 00:00:53.945179,10,20,9,48,25,63,30,4.515709814965225,6,COMPLETE
131,242734.93260594035,2025-09-03 11:40:29.571484,2025-09-03 11:41:22.755413,0 days 00:00:53.183929,10,18,9,48,25,63,30,4.515000091522092,6,COMPLETE
132,242734.93260594035,2025-09-03 11:40:44.115893,2025-09-03 11:41:38.238891,0 days 00:00:54.122998,10,18,9,48,25,63,30,4.526236316003037,6,COMPLETE
133,95618.77466123304,2025-09-03 11:40:49.824383,2025-09-03 11:41:43.747810,0 days 00:00:53.923427,10,20,10,48,25,59,37,4.220067703118114,6,COMPLETE
134,186974.4370607585,2025-09-03 11:40:50.314416,2025-09-03 11:41:43.355370,0 days 00:00:53.040954,11,20,10,48,25,63,30,4.502414332034267,6,COMPLETE
135,132127.2434654597,2025-09-03 11:41:22.831662,2025-09-03 11:42:14.211728,0 days 00:00:51.380066,10,20,10,48,25,63,37,4.270792730316195,5,COMPLETE
136,232244.13238732237,2025-09-03 11:41:38.266241,2025-09-03 11:42:31.535090,0 days 00:00:53.268849,10,20,9,48,25,63,30,4.230044964323048,5,COMPLETE
137,233945.9306061884,2025-09-03 11:41:43.404204,2025-09-03 11:42:36.582870,0 days 00:00:53.178666,10,20,9,49,25,59,30,4.224199576688359,5,COMPLETE
138,176444.01217255145,2025-09-03 11:41:43.759763,2025-09-03 11:42:39.129611,0 days 00:00:55.369848,10,20,10,49,25,61,31,4.224373114577503,5,COMPLETE
139,163186.05523230557,2025-09-03 11:42:14.213319,2025-09-03 11:43:07.982006,0 days 00:00:53.768687,10,20,10,48,25,58,30,4.235404532774438,5,COMPLETE
140,201155.31758318478,2025-09-03 11:42:31.667267,2025-09-03 11:43:25.543923,0 days 00:00:53.876656,10,20,10,48,25,59,30,4.216388714280453,5,COMPLETE
141,122091.95131101829,2025-09-03 11:42:36.655906,2025-09-03 11:43:28.400159,0 days 00:00:51.744253,10,20,9,48,25,58,37,4.227955695239559,5,COMPLETE
142,138920.19688055073,2025-09-03 11:42:39.140939,2025-09-03 11:43:29.806134,0 days 00:00:50.665195,9,20,9,50,25,58,37,4.228900739874869,5,COMPLETE
143,138316.98711342763,2025-09-03 11:43:08.039962,2025-09-03 11:43:59.764406,0 days 00:00:51.724444,10,20,9,50,26,62,32,4.030869066307746,5,COMPLETE
144,161040.15755691368,2025-09-03 11:43:25.597258,2025-09-03 11:44:18.250467,0 days 00:00:52.653209,9,20,9,50,26,58,36,4.139256561888952,5,COMPLETE
145,134927.8374982656,2025-09-03 11:43:28.403034,2025-09-03 11:44:20.832585,0 days 00:00:52.429551,9,20,9,48,25,57,30,4.172411455199151,5,COMPLETE
146,124559.20497731736,2025-09-03 11:43:29.813444,2025-09-03 11:44:21.974622,0 days 00:00:52.161178,9,20,10,50,26,57,36,4.055882532008056,5,COMPLETE
147,238501.95774139467,2025-09-03 11:43:59.770952,2025-09-03 11:44:53.034347,0 days 00:00:53.263395,9,20,9,50,26,59,30,4.010526770210908,5,COMPLETE
148,136753.38661563263,2025-09-03 11:44:18.303054,2025-09-03 11:45:10.634657,0 days 00:00:52.331603,9,20,9,50,26,57,30,4.05569889884972,5,COMPLETE
149,159027.95562256456,2025-09-03 11:44:20.861905,2025-09-03 11:45:13.374769,0 days 00:00:52.512864,9,20,9,50,26,59,34,3.99692087724367,6,COMPLETE
150,952.4551932914977,2025-09-03 11:44:21.982019,2025-09-03 11:45:14.445397,0 days 00:00:52.463378,6,20,9,49,26,59,246,3.799696408046488,6,COMPLETE
151,92862.84100346574,2025-09-03 11:44:53.066741,2025-09-03 11:45:44.570023,0 days 00:00:51.503282,6,20,9,50,26,59,30,3.9902303828492025,6,COMPLETE
152,1145.1524055544353,2025-09-03 11:45:10.672210,2025-09-03 11:46:02.934316,0 days 00:00:52.262106,6,20,9,50,26,59,242,3.818179899934414,6,COMPLETE
153,106824.65918601135,2025-09-03 11:45:13.405042,2025-09-03 11:46:05.858701,0 days 00:00:52.453659,5,20,9,49,26,58,34,4.308578141572298,6,COMPLETE
154,46293.174021199346,2025-09-03 11:45:14.479942,2025-09-03 11:46:06.939274,0 days 00:00:52.459332,8,20,9,50,26,55,34,3.9566646329204183,6,COMPLETE
155,106446.79386571358,2025-09-03 11:45:44.586926,2025-09-03 11:46:36.101581,0 days 00:00:51.514655,11,19,9,49,25,58,36,4.33132474762141,6,COMPLETE
156,42813.96889691946,2025-09-03 11:46:02.973005,2025-09-03 11:46:56.352997,0 days 00:00:53.379992,8,19,10,49,25,55,35,4.314867610496016,5,COMPLETE
157,137808.30189231,2025-09-03 11:46:05.891519,2025-09-03 11:46:57.809970,0 days 00:00:51.918451,8,19,10,49,25,58,35,4.111021448604347,5,COMPLETE
158,129125.84453931183,2025-09-03 11:46:06.952472,2025-09-03 11:46:58.558861,0 days 00:00:51.606389,11,19,10,49,25,58,38,4.122378351579561,5,COMPLETE
159,137324.3103285314,2025-09-03 11:46:36.172088,2025-09-03 11:47:25.645482,0 days 00:00:49.473394,11,19,10,48,27,61,38,4.10819193287668,5,COMPLETE
160,133718.92699785056,2025-09-03 11:46:56.461292,2025-09-03 11:47:47.818595,0 days 00:00:51.357303,12,20,8,48,27,61,30,3.5524430898824324,5,COMPLETE
