number,value,datetime_start,datetime_complete,duration,params_rsi_oversold,params_rsi_period,params_stoch_d_period,params_stoch_k_period,params_stoch_overbought,params_stoch_oversold,params_stoch_smooth_period,state
723,4239.901606783425,2025-07-01 16:04:55.878797,2025-07-01 18:08:55.698969,0 days 02:03:59.820172,15,5,9,21,82,20,1,COMPLETE
724,6309.708700679634,2025-07-01 16:04:55.927156,2025-07-01 17:24:10.078158,0 days 01:19:14.151002,15,5,10,21,84,20,1,COMPLETE
725,7036.83937974079,2025-07-01 16:04:55.954917,2025-07-01 17:25:33.538297,0 days 01:20:37.583380,13,5,10,21,82,22,1,COMPLETE
726,6002.985270706756,2025-07-01 16:04:55.982712,2025-07-01 17:25:12.355968,0 days 01:20:16.373256,15,5,10,21,83,20,1,COMPLETE
727,7442.244939686075,2025-07-01 16:04:56.004433,2025-07-01 18:00:12.919615,0 days 01:55:16.915182,13,5,10,21,82,21,1,COMPLETE
728,5622.09988499429,2025-07-01 16:04:56.057418,2025-07-01 17:57:10.525780,0 days 01:52:14.468362,15,5,10,21,82,20,1,COMPLETE
729,5230.990881903742,2025-07-01 16:04:56.250014,2025-07-01 18:08:58.929223,0 days 02:04:02.679209,14,6,10,20,82,21,1,COMPLETE
730,5730.407386417764,2025-07-01 16:04:56.261442,2025-07-01 18:07:56.135289,0 days 02:02:59.873847,14,7,10,21,82,20,1,COMPLETE
731,7069.879587834006,2025-07-01 16:04:56.267560,2025-07-01 18:05:54.736572,0 days 02:00:58.469012,14,5,10,21,82,21,1,COMPLETE
732,6454.664083842527,2025-07-01 16:04:56.348029,2025-07-01 18:08:10.045611,0 days 02:03:13.697582,15,6,10,21,81,21,1,COMPLETE
733,4637.954983953925,2025-07-01 16:04:56.382040,2025-07-01 17:43:14.396553,0 days 01:38:18.014513,15,7,10,20,82,20,1,COMPLETE
734,5304.444070906082,2025-07-01 16:04:56.437352,2025-07-01 18:05:47.762488,0 days 02:00:51.325136,15,5,10,21,82,22,1,COMPLETE
735,5890.004593282397,2025-07-01 16:04:56.441351,2025-07-01 18:06:26.732114,0 days 02:01:30.290763,15,6,10,21,82,21,1,COMPLETE
736,4926.847701216657,2025-07-01 16:04:56.484496,2025-07-01 17:19:02.053843,0 days 01:14:05.569347,15,7,10,20,82,21,1,COMPLETE
737,6246.550577945369,2025-07-01 16:04:56.625044,2025-07-01 18:01:41.813123,0 days 01:56:45.188079,16,8,10,21,82,21,1,COMPLETE
738,7399.848397050375,2025-07-01 16:04:56.631775,2025-07-01 17:56:24.082043,0 days 01:51:27.450268,17,7,10,21,83,21,1,COMPLETE
739,5622.09988499429,2025-07-01 16:04:56.725003,2025-07-01 18:07:35.166323,0 days 02:02:38.441320,15,5,10,21,82,20,1,COMPLETE
740,7069.879587834006,2025-07-01 16:04:56.810527,2025-07-01 17:33:36.817265,0 days 01:28:40.006738,14,5,10,21,82,21,1,COMPLETE
741,5965.650895679343,2025-07-01 16:04:56.932573,2025-07-01 17:38:15.006770,0 days 01:33:18.074197,15,8,10,21,83,21,1,COMPLETE
742,7170.427318130677,2025-07-01 16:04:56.974871,2025-07-01 18:08:43.655021,0 days 02:03:46.680150,14,6,10,21,82,21,1,COMPLETE
743,7674.089586069253,2025-07-01 16:04:57.117384,2025-07-01 18:00:52.828848,0 days 01:55:55.711464,15,5,10,20,83,20,1,COMPLETE
744,5748.814211529522,2025-07-01 16:04:57.261973,2025-07-01 18:06:19.763967,0 days 02:01:22.501994,15,5,10,21,82,21,1,COMPLETE
745,3510.904068620972,2025-07-01 16:04:57.383833,2025-07-01 18:03:10.425253,0 days 01:58:13.041420,13,8,10,21,83,20,1,COMPLETE
746,5813.73762916801,2025-07-01 16:04:57.514760,2025-07-01 18:05:59.169010,0 days 02:01:01.654250,15,6,10,21,82,20,1,COMPLETE
747,7036.83937974079,2025-07-01 16:04:57.615905,2025-07-01 18:03:36.465597,0 days 01:58:38.849692,13,5,10,21,82,22,1,COMPLETE
748,5230.990881903742,2025-07-01 16:04:57.681967,2025-07-01 18:00:27.756512,0 days 01:55:30.074545,14,6,10,20,82,21,1,COMPLETE
749,5310.140520233015,2025-07-01 16:04:57.821789,2025-07-01 17:26:10.613542,0 days 01:21:12.791753,16,5,10,21,82,21,1,COMPLETE
750,7170.427318130677,2025-07-01 16:04:57.831633,2025-07-01 17:58:17.518270,0 days 01:53:19.686637,14,6,10,21,82,21,1,COMPLETE
751,5748.814211529522,2025-07-01 16:04:57.856423,2025-07-01 18:05:51.277784,0 days 02:00:53.421361,15,5,10,21,82,21,1,COMPLETE
752,6246.550577945369,2025-07-01 16:04:57.866723,2025-07-01 17:25:52.055856,0 days 01:20:54.189133,16,8,10,21,82,21,1,COMPLETE
753,7674.089586069253,2025-07-01 16:04:57.904486,2025-07-01 18:01:44.929268,0 days 01:56:47.024782,15,5,10,20,83,20,1,COMPLETE
754,3755.3092724454473,2025-07-01 16:04:57.991528,2025-07-01 18:06:57.743416,0 days 02:01:59.751888,15,11,10,21,90,20,1,COMPLETE
755,3749.0110698793906,2025-07-01 16:04:58.013898,2025-07-01 18:03:38.672536,0 days 01:58:40.658638,17,11,10,21,83,20,1,COMPLETE
756,-547.6659800504185,2025-07-01 16:04:58.039506,2025-07-01 17:43:56.899861,0 days 01:38:58.860355,16,12,10,20,83,21,1,COMPLETE
757,7589.541982577643,2025-07-01 16:04:58.051749,2025-07-01 17:26:04.123788,0 days 01:21:06.072039,16,10,10,21,90,22,1,COMPLETE
758,9408.984760308504,2025-07-01 16:04:58.163348,2025-07-01 18:02:22.156534,0 days 01:57:23.993186,15,11,9,21,90,21,1,COMPLETE
759,2633.167102603815,2025-07-01 16:04:58.203989,2025-07-01 18:01:57.437665,0 days 01:56:59.233676,15,11,10,21,83,21,1,COMPLETE
760,4721.150294015493,2025-07-01 16:04:58.295076,2025-07-01 17:11:29.868403,0 days 01:06:31.573327,16,11,10,21,90,21,1,COMPLETE
761,3101.378808052368,2025-07-01 16:04:58.365426,2025-07-01 18:09:22.976837,0 days 02:04:24.611411,16,11,10,18,83,21,1,COMPLETE
762,4585.189570282777,2025-07-01 16:04:58.470205,2025-07-01 17:27:06.746585,0 days 01:22:08.276380,15,13,10,19,90,20,1,COMPLETE
763,2633.167102603815,2025-07-01 16:04:58.554592,2025-07-01 18:07:36.779670,0 days 02:02:38.225078,15,11,10,21,83,21,1,COMPLETE
764,4397.352657790198,2025-07-01 16:04:58.594194,2025-07-01 17:43:20.583708,0 days 01:38:21.989514,15,11,10,19,90,20,1,COMPLETE
765,2097.6078503977424,2025-07-01 16:04:58.662626,2025-07-01 17:46:26.970639,0 days 01:41:28.308013,15,12,10,21,90,21,1,COMPLETE
766,4938.885921258096,2025-07-01 16:04:58.922129,2025-07-01 18:02:40.608053,0 days 01:57:41.685924,16,11,10,21,90,22,1,COMPLETE
767,4721.150294015493,2025-07-01 16:04:58.974735,2025-07-01 17:46:46.876884,0 days 01:41:47.902149,16,11,10,21,90,21,1,COMPLETE
768,5507.044586377919,2025-07-01 16:04:58.983056,2025-07-01 18:03:19.131580,0 days 01:58:20.148524,17,11,10,21,90,21,1,COMPLETE
769,3755.3092724454473,2025-07-01 16:04:59.062815,2025-07-01 17:46:37.844972,0 days 01:41:38.782157,15,11,10,21,90,20,1,COMPLETE
770,4721.150294015493,2025-07-01 16:04:59.143610,2025-07-01 18:01:21.155327,0 days 01:56:22.011717,16,11,10,21,90,21,1,COMPLETE
771,-145.97193621252882,2025-07-01 16:04:59.213491,2025-07-01 18:09:24.791597,0 days 02:04:25.578106,16,11,10,21,83,22,1,COMPLETE
772,2819.5388101349763,2025-07-01 16:04:59.283000,2025-07-01 18:06:10.695275,0 days 02:01:11.412275,14,11,10,21,90,21,1,COMPLETE
773,3282.2948248662287,2025-07-01 16:04:59.365872,2025-07-01 18:06:37.880340,0 days 02:01:38.514468,15,11,10,21,90,21,1,COMPLETE
774,7330.957526061984,2025-07-01 16:04:59.404932,2025-07-01 17:50:07.903437,0 days 01:45:08.498505,16,10,10,21,90,21,1,COMPLETE
775,2970.164036302969,2025-07-01 16:04:59.482008,2025-07-01 17:49:35.955222,0 days 01:44:36.473214,16,12,10,21,90,20,1,COMPLETE
776,4674.286697331889,2025-07-01 16:04:59.650088,2025-07-01 17:46:17.687413,0 days 01:41:18.037325,16,11,10,21,82,21,1,COMPLETE
777,2303.1565951317316,2025-07-01 16:04:59.671798,2025-07-01 18:03:31.067659,0 days 01:58:31.395861,15,10,10,20,83,21,1,COMPLETE
778,-4082.5158176348486,2025-07-01 16:04:59.697682,2025-07-01 18:09:06.085845,0 days 02:04:06.388163,16,11,10,20,90,21,1,COMPLETE
779,3474.8575981448357,2025-07-01 16:04:59.734939,2025-07-01 17:52:51.885357,0 days 01:47:52.150418,15,11,10,18,83,21,1,COMPLETE
780,5536.116391994332,2025-07-01 16:04:59.763645,2025-07-01 17:21:42.005877,0 days 01:16:42.242232,15,10,10,21,90,21,1,COMPLETE
781,1978.0964216878547,2025-07-01 16:04:59.810880,2025-07-01 18:05:22.366479,0 days 02:00:22.555599,14,11,10,18,83,21,1,COMPLETE
782,537.6617240425257,2025-07-01 16:04:59.880734,2025-07-01 17:30:14.033907,0 days 01:25:14.153173,15,12,10,21,83,22,2,COMPLETE
783,537.6617240425257,2025-07-01 16:04:59.892239,2025-07-01 18:03:45.609407,0 days 01:58:45.717168,15,12,10,21,83,22,2,COMPLETE
784,1673.819314395052,2025-07-01 16:04:59.937225,2025-07-01 18:09:19.163043,0 days 02:04:19.225818,15,12,10,21,83,21,2,COMPLETE
785,534.763039556954,2025-07-01 16:04:59.977689,2025-07-01 17:33:05.458290,0 days 01:28:05.480601,16,12,10,21,83,22,2,COMPLETE
786,3588.9668789625466,2025-07-01 16:04:59.990638,2025-07-01 17:55:04.098701,0 days 01:50:04.108063,15,12,10,21,82,20,2,COMPLETE
787,1573.5927879058436,2025-07-01 16:05:00.033075,2025-07-01 18:03:09.252168,0 days 01:58:09.219093,16,12,10,21,83,21,2,COMPLETE
788,2174.6611469742747,2025-07-01 16:05:00.042280,2025-07-01 18:08:21.569972,0 days 02:03:21.527692,15,12,10,20,83,21,2,COMPLETE
789,3954.1411368707622,2025-07-01 16:05:00.072983,2025-07-01 18:05:45.073047,0 days 02:00:45.000064,14,13,10,21,83,19,2,COMPLETE
790,1673.819314395052,2025-07-01 16:05:00.113565,2025-07-01 17:50:35.570643,0 days 01:45:35.457078,15,12,10,21,83,21,2,COMPLETE
791,1722.0031809956254,2025-07-01 16:05:00.124619,2025-07-01 17:49:56.477491,0 days 01:44:56.352872,15,13,10,21,83,21,2,COMPLETE
792,1573.5927879058436,2025-07-01 16:05:00.168027,2025-07-01 18:03:31.270944,0 days 01:58:31.102917,16,12,10,21,83,21,2,COMPLETE
793,3220.727609391539,2025-07-01 16:05:00.174312,2025-07-01 17:50:22.849041,0 days 01:45:22.674729,15,13,10,21,82,21,2,COMPLETE
794,3711.964890124771,2025-07-01 16:05:00.196039,2025-07-01 18:09:05.714909,0 days 02:04:05.518870,14,12,10,21,82,20,2,COMPLETE
795,2983.8236478536564,2025-07-01 16:05:00.213898,2025-07-01 18:08:41.358914,0 days 02:03:41.145016,15,12,10,21,84,20,2,COMPLETE
796,3597.3495335002535,2025-07-01 16:05:00.322217,2025-07-01 17:33:49.185309,0 days 01:28:48.863092,15,13,10,21,83,19,2,COMPLETE
797,3236.8135714736,2025-07-01 16:05:00.386478,2025-07-01 18:03:18.593014,0 days 01:58:18.206536,16,12,10,21,82,21,2,COMPLETE
798,1673.819314395052,2025-07-01 16:05:00.442671,2025-07-01 17:54:47.008361,0 days 01:49:46.565690,15,12,10,21,83,21,2,COMPLETE
799,3162.4627054821885,2025-07-01 16:05:00.522216,2025-07-01 18:05:43.617670,0 days 02:00:43.095454,15,12,10,21,82,21,2,COMPLETE
800,4323.082363723949,2025-07-01 16:05:00.548644,2025-07-01 18:09:00.442414,0 days 02:03:59.893770,16,13,10,20,90,21,2,COMPLETE
801,1733.9268728191237,2025-07-01 16:05:00.613234,2025-07-01 18:05:05.634500,0 days 02:00:05.021266,14,12,10,21,83,21,2,COMPLETE
802,2209.824920833911,2025-07-01 16:05:00.642649,2025-07-01 18:07:40.890904,0 days 02:02:40.248255,17,12,10,21,83,21,2,COMPLETE
803,4498.348571814675,2025-07-01 16:05:00.692085,2025-07-01 18:04:22.800181,0 days 01:59:22.108096,15,12,10,20,82,21,2,COMPLETE
804,2564.815709505936,2025-07-01 16:05:00.703537,2025-07-01 18:05:47.897904,0 days 02:00:47.194367,14,12,10,21,83,20,2,COMPLETE
805,2108.9348995099936,2025-07-01 16:05:00.768540,2025-07-01 17:54:26.621747,0 days 01:49:25.853207,15,12,9,21,83,20,2,COMPLETE
806,1733.9268728191237,2025-07-01 16:05:00.777432,2025-07-01 17:58:11.092339,0 days 01:53:10.314907,14,12,10,21,83,21,2,COMPLETE
807,4733.232986612351,2025-07-01 16:05:00.780042,2025-07-01 17:09:14.836839,0 days 01:04:14.056797,15,13,10,20,82,21,2,COMPLETE
808,1880.3338974147173,2025-07-01 16:05:00.849231,2025-07-01 17:57:05.538841,0 days 01:52:04.689610,16,12,10,20,83,20,2,COMPLETE
809,534.763039556954,2025-07-01 16:05:00.861451,2025-07-01 18:07:18.043647,0 days 02:02:17.182196,16,12,10,21,83,22,2,COMPLETE
810,2209.824920833911,2025-07-01 16:05:00.923711,2025-07-01 18:08:47.304028,0 days 02:03:46.380317,17,12,10,21,83,21,2,COMPLETE
811,2682.887575899231,2025-07-01 16:05:00.992833,2025-07-01 17:31:10.242459,0 days 01:26:09.249626,15,11,10,21,83,21,2,COMPLETE
812,2491.646202663198,2025-07-01 16:05:01.129042,2025-07-01 18:09:17.010966,0 days 02:04:15.881924,16,12,10,19,83,21,2,COMPLETE
813,1573.5927879058436,2025-07-01 16:05:01.178096,2025-07-01 18:06:25.913971,0 days 02:01:24.735875,16,12,10,21,83,21,2,COMPLETE
814,3162.4627054821885,2025-07-01 16:05:01.210902,2025-07-01 17:21:37.529286,0 days 01:16:36.318384,15,12,10,21,82,21,2,COMPLETE
815,2301.55649963856,2025-07-01 16:05:01.228761,2025-07-01 17:54:35.204141,0 days 01:49:33.975380,16,12,10,21,83,20,2,COMPLETE
816,1573.5927879058436,2025-07-01 16:05:01.261174,2025-07-01 18:07:38.511322,0 days 02:02:37.250148,16,12,10,21,83,21,2,COMPLETE
817,1673.819314395052,2025-07-01 16:05:01.328932,2025-07-01 17:23:46.824641,0 days 01:18:45.495709,15,12,10,21,83,21,2,COMPLETE
818,1673.819314395052,2025-07-01 16:05:01.353628,2025-07-01 18:08:27.234722,0 days 02:03:25.881094,15,12,10,21,83,21,2,COMPLETE
819,3566.3985916878264,2025-07-01 16:05:01.543212,2025-07-01 18:08:00.599817,0 days 02:02:59.056605,0,13,10,21,82,22,2,COMPLETE
820,5847.314402111424,2025-07-01 16:05:01.562511,2025-07-01 18:09:23.267297,0 days 02:04:21.704786,1,13,10,18,83,21,2,COMPLETE
821,2426.6536833300197,2025-07-01 16:05:01.569528,2025-07-01 17:53:04.074706,0 days 01:48:02.505178,0,13,10,21,83,21,2,COMPLETE
822,4184.393233971674,2025-07-01 16:05:01.570481,2025-07-01 18:03:32.003269,0 days 01:58:30.432788,0,13,10,20,83,21,2,COMPLETE
823,2426.6536833300197,2025-07-01 16:05:01.614446,2025-07-01 17:57:33.475376,0 days 01:52:31.860930,0,13,10,21,83,21,2,COMPLETE
824,3746.019800807182,2025-07-01 16:05:01.667684,2025-07-01 18:08:44.705652,0 days 02:03:43.037968,0,13,10,19,83,21,2,COMPLETE
825,2426.6536833300197,2025-07-01 16:05:01.749224,2025-07-01 18:09:22.370912,0 days 02:04:20.621688,0,13,10,21,83,21,2,COMPLETE
826,5032.589479495978,2025-07-01 16:05:01.781241,2025-07-01 17:39:27.010402,0 days 01:34:25.229161,1,14,10,20,82,20,2,COMPLETE
827,4914.859374016971,2025-07-01 16:05:01.807046,2025-07-01 17:22:21.843170,0 days 01:17:20.036124,1,12,10,20,90,21,2,COMPLETE
828,4184.393233971674,2025-07-01 16:05:01.859489,2025-07-01 17:23:32.827070,0 days 01:18:30.967581,1,11,10,20,83,21,2,COMPLETE
829,4001.9484021348962,2025-07-01 16:05:01.943164,2025-07-01 17:56:29.077809,0 days 01:51:27.134645,1,13,10,20,83,22,2,COMPLETE
830,3931.606676511932,2025-07-01 16:05:01.957887,2025-07-01 18:08:54.896228,0 days 02:03:52.938341,1,12,10,21,83,20,2,COMPLETE
831,3566.3985916878264,2025-07-01 16:05:02.058614,2025-07-01 18:09:15.354664,0 days 02:04:13.296050,1,13,10,21,82,22,2,COMPLETE
832,1067.1373387371332,2025-07-01 16:05:02.059825,2025-07-01 17:35:44.017531,0 days 01:30:41.957706,0,14,10,21,83,22,2,COMPLETE
833,1952.3856986664869,2025-07-01 16:05:02.083703,2025-07-01 18:05:17.209722,0 days 02:00:15.126019,0,13,9,21,83,21,2,COMPLETE
834,805.1663042890032,2025-07-01 16:05:02.175475,2025-07-01 18:00:53.164614,0 days 01:55:50.989139,1,13,9,21,83,22,2,COMPLETE
835,2426.6536833300197,2025-07-01 16:05:02.209892,2025-07-01 17:58:41.704907,0 days 01:53:39.495015,0,13,10,21,83,21,2,COMPLETE
836,2666.4670559321985,2025-07-01 16:05:02.231476,2025-07-01 18:08:12.509181,0 days 02:03:10.277705,1,13,10,21,90,21,2,COMPLETE
837,2426.6536833300197,2025-07-01 16:05:02.267824,2025-07-01 18:08:53.449640,0 days 02:03:51.181816,0,13,10,21,83,21,2,COMPLETE
838,1067.1373387371332,2025-07-01 16:05:02.294881,2025-07-01 18:07:22.434721,0 days 02:02:20.139840,1,13,10,21,83,22,2,COMPLETE
839,4935.669429014921,2025-07-01 16:05:02.337625,2025-07-01 17:56:53.366046,0 days 01:51:51.028421,1,13,10,21,82,20,2,COMPLETE
840,1067.1373387371332,2025-07-01 16:05:02.362778,2025-07-01 18:06:26.950825,0 days 02:01:24.588047,0,13,10,21,83,22,2,COMPLETE
841,4184.393233971674,2025-07-01 16:05:02.387816,2025-07-01 17:42:03.948127,0 days 01:37:01.560311,0,14,10,20,83,21,2,COMPLETE
842,3931.606676511932,2025-07-01 16:05:02.508309,2025-07-01 18:06:52.194422,0 days 02:01:49.686113,1,13,10,21,83,20,2,COMPLETE
843,4184.393233971674,2025-07-01 16:05:02.519958,2025-07-01 17:39:19.007206,0 days 01:34:16.487248,0,13,10,20,83,21,2,COMPLETE
844,2426.6536833300197,2025-07-01 16:05:02.608130,2025-07-01 18:09:20.727213,0 days 02:04:18.119083,0,13,10,21,83,21,2,COMPLETE
845,4001.9484021348962,2025-07-01 16:05:02.617993,2025-07-01 18:07:21.564461,0 days 02:02:18.946468,1,12,10,20,83,22,2,COMPLETE
846,3749.0278230737003,2025-07-01 16:05:02.651195,2025-07-01 18:08:35.533016,0 days 02:03:32.881821,1,12,10,21,82,23,2,COMPLETE
847,2666.4670559321985,2025-07-01 16:05:02.673367,2025-07-01 17:55:46.194627,0 days 01:50:43.521260,0,13,10,21,90,21,2,COMPLETE
848,6490.711729255494,2025-07-01 16:05:02.688212,2025-07-01 17:58:41.070041,0 days 01:53:38.381829,0,13,10,20,82,21,2,COMPLETE
849,2175.806519682059,2025-07-01 16:05:02.717029,2025-07-01 18:08:52.643755,0 days 02:03:49.926726,0,12,10,21,84,21,2,COMPLETE
850,3931.606676511932,2025-07-01 16:05:02.745564,2025-07-01 18:07:21.110117,0 days 02:02:18.364553,0,13,10,21,83,20,2,COMPLETE
851,1067.1373387371332,2025-07-01 16:05:02.800867,2025-07-01 18:09:11.229939,0 days 02:04:08.429072,0,13,10,21,83,22,2,COMPLETE
852,5512.416131011329,2025-07-01 16:05:02.873103,2025-07-01 17:37:09.913803,0 days 01:32:07.040700,0,13,10,20,84,21,2,COMPLETE
853,4914.859374016971,2025-07-01 16:05:02.879687,2025-07-01 18:09:08.375708,0 days 02:04:05.496021,0,12,10,20,90,21,2,COMPLETE
854,3746.019800807182,2025-07-01 16:05:02.907113,2025-07-01 18:01:12.872766,0 days 01:56:09.965653,0,13,10,19,83,21,2,COMPLETE
855,4914.859374016971,2025-07-01 16:05:02.913288,2025-07-01 18:09:04.672079,0 days 02:04:01.758791,0,13,10,20,90,21,2,COMPLETE
856,1115.129327292274,2025-07-01 16:05:02.936139,2025-07-01 18:08:59.365641,0 days 02:03:56.429502,0,13,10,21,84,22,2,COMPLETE
857,5920.6793121064475,2025-07-01 16:05:02.942486,2025-07-01 17:59:21.234237,0 days 01:54:18.291751,0,12,9,20,90,21,2,COMPLETE
858,2426.6536833300197,2025-07-01 16:05:02.950863,2025-07-01 17:17:27.401472,0 days 01:12:24.450609,0,13,10,21,83,21,2,COMPLETE
859,2666.4670559321985,2025-07-01 16:05:03.013504,2025-07-01 18:08:54.587346,0 days 02:03:51.573842,0,13,10,21,90,21,2,COMPLETE
860,3913.416323365813,2025-07-01 16:05:03.104491,2025-07-01 17:42:48.610195,0 days 01:37:45.505704,0,13,10,21,82,21,2,COMPLETE
861,1067.1373387371332,2025-07-01 16:05:03.139378,2025-07-01 18:05:41.802290,0 days 02:00:38.662912,0,13,10,21,83,22,2,COMPLETE
862,4184.393233971674,2025-07-01 16:05:03.243661,2025-07-01 18:06:36.503549,0 days 02:01:33.259888,2,13,10,20,83,21,2,COMPLETE
863,2426.6536833300197,2025-07-01 16:05:03.261434,2025-07-01 18:09:06.801355,0 days 02:04:03.539921,0,13,10,21,83,21,2,COMPLETE
864,2426.6536833300197,2025-07-01 16:05:03.263201,2025-07-01 17:24:48.584424,0 days 01:19:45.321223,0,13,10,21,83,21,2,COMPLETE
865,2426.6536833300197,2025-07-01 16:05:03.384495,2025-07-01 18:08:04.389990,0 days 02:03:01.005495,0,13,10,21,83,21,2,COMPLETE
866,1733.9268728191237,2025-07-01 16:05:03.450772,2025-07-01 17:58:16.558409,0 days 01:53:13.107637,14,12,10,21,83,21,2,COMPLETE
867,3955.5572274026854,2025-07-01 16:05:03.542865,2025-07-01 18:09:16.553779,0 days 02:04:13.010914,2,12,10,20,83,20,2,COMPLETE
868,2426.6536833300197,2025-07-01 16:05:03.599296,2025-07-01 18:08:22.872219,0 days 02:03:19.272923,0,13,10,21,83,21,2,COMPLETE
869,4914.859374016971,2025-07-01 16:05:03.633856,2025-07-01 17:56:17.130815,0 days 01:51:13.496959,0,13,10,20,90,21,2,COMPLETE
870,4935.669429014921,2025-07-01 16:05:03.673703,2025-07-01 18:09:02.933312,0 days 02:03:59.259609,0,13,10,21,82,20,2,COMPLETE
871,805.1663042890032,2025-07-01 16:05:03.713610,2025-07-01 18:09:11.722230,0 days 02:04:08.008620,0,13,9,21,83,22,2,COMPLETE
872,2666.4670559321985,2025-07-01 16:05:03.754176,2025-07-01 18:09:24.258394,0 days 02:04:20.504218,0,14,10,21,90,21,2,COMPLETE
873,2426.6536833300197,2025-07-01 16:05:03.760169,2025-07-01 18:09:20.324244,0 days 02:04:16.564075,0,13,10,21,83,21,2,COMPLETE
874,1316.904598384408,2025-07-01 16:05:03.894917,2025-07-01 18:06:57.645947,0 days 02:01:53.751030,0,12,10,21,90,22,2,COMPLETE
875,3225.9550592164414,2025-07-01 16:05:03.902295,2025-07-01 17:57:52.271841,0 days 01:52:48.369546,13,13,10,19,82,21,2,COMPLETE
876,2426.6536833300197,2025-07-01 16:05:04.103771,2025-07-01 18:05:52.086072,0 days 02:00:47.982301,0,13,10,21,83,21,2,COMPLETE
877,4184.393233971674,2025-07-01 16:05:04.122731,2025-07-01 18:09:07.675127,0 days 02:04:03.552396,0,13,10,20,83,21,2,COMPLETE
878,2652.0583013278756,2025-07-01 16:05:04.213530,2025-07-01 18:08:25.397345,0 days 02:03:21.183815,0,13,8,21,83,21,2,COMPLETE
879,2426.6536833300197,2025-07-01 16:05:04.294860,2025-07-01 18:02:12.758807,0 days 01:57:08.463947,0,12,10,21,83,21,2,COMPLETE
880,1067.1373387371332,2025-07-01 16:05:04.405570,2025-07-01 17:46:38.308211,0 days 01:41:33.902641,1,13,10,21,83,22,2,COMPLETE
881,2426.6536833300197,2025-07-01 16:05:04.447754,2025-07-01 17:57:01.851310,0 days 01:51:57.403556,0,13,10,21,83,21,2,COMPLETE
882,1067.1373387371332,2025-07-01 16:05:04.470910,2025-07-01 17:40:24.428563,0 days 01:35:19.957653,0,13,10,21,83,22,2,COMPLETE
883,2426.6536833300197,2025-07-01 16:05:04.542029,2025-07-01 18:04:53.626505,0 days 01:59:49.084476,2,13,10,21,83,21,2,COMPLETE
884,1067.1373387371332,2025-07-01 16:05:04.578513,2025-07-01 18:01:06.411115,0 days 01:56:01.832602,1,14,10,21,83,22,2,COMPLETE
885,2175.806519682059,2025-07-01 16:05:04.587199,2025-07-01 18:08:47.699244,0 days 02:03:43.112045,0,13,10,21,84,21,2,COMPLETE
886,2426.6536833300197,2025-07-01 16:05:04.718579,2025-07-01 18:08:06.518521,0 days 02:03:01.799942,0,13,10,21,83,21,2,COMPLETE
887,4914.859374016971,2025-07-01 16:05:04.725829,2025-07-01 18:08:48.892835,0 days 02:03:44.167006,1,13,10,20,90,21,2,COMPLETE
888,3931.606676511932,2025-07-01 16:05:04.837245,2025-07-01 18:09:09.395045,0 days 02:04:04.557800,0,13,10,21,83,20,2,COMPLETE
889,3913.416323365813,2025-07-01 16:05:04.853584,2025-07-01 18:06:16.852277,0 days 02:01:11.998693,0,13,10,21,82,21,2,COMPLETE
890,2666.4670559321985,2025-07-01 16:05:04.924432,2025-07-01 18:08:01.065857,0 days 02:02:56.141425,0,12,10,21,90,21,2,COMPLETE
891,1551.775281892791,2025-07-01 16:05:05.025822,2025-07-01 17:19:07.682040,0 days 01:14:02.656218,13,14,10,20,83,23,2,COMPLETE
892,2426.6536833300197,2025-07-01 16:05:05.073753,2025-07-01 17:45:42.501266,0 days 01:40:37.427513,0,13,10,21,83,21,2,COMPLETE
893,2426.6536833300197,2025-07-01 16:05:05.092218,2025-07-01 18:00:03.716859,0 days 01:54:58.624641,0,12,10,21,83,21,2,COMPLETE
894,2426.6536833300197,2025-07-01 16:05:05.135973,2025-07-01 18:04:00.605003,0 days 01:58:55.469030,1,13,10,21,83,21,2,COMPLETE
895,1067.1373387371332,2025-07-01 16:05:05.148092,2025-07-01 18:09:11.318278,0 days 02:04:06.170186,0,13,10,21,83,22,2,COMPLETE
896,4184.393233971674,2025-07-01 16:05:05.160581,2025-07-01 18:09:22.487118,0 days 02:04:17.326537,0,13,10,20,83,21,2,COMPLETE
897,2426.6536833300197,2025-07-01 16:05:05.233833,2025-07-01 18:07:36.069410,0 days 02:02:30.835577,0,12,10,21,83,21,2,COMPLETE
898,3566.3985916878264,2025-07-01 16:05:05.246099,2025-07-01 18:07:14.431933,0 days 02:02:09.185834,0,12,10,21,82,22,2,COMPLETE
899,2426.6536833300197,2025-07-01 16:05:05.301200,2025-07-01 18:07:39.831021,0 days 02:02:34.529821,1,13,10,21,83,21,2,COMPLETE
900,4184.393233971674,2025-07-01 16:05:05.399830,2025-07-01 17:23:38.437101,0 days 01:18:33.037271,1,12,10,20,83,21,2,COMPLETE
901,778.2999698962903,2025-07-01 16:05:05.567148,2025-07-01 18:09:02.775150,0 days 02:03:57.208002,14,13,10,21,83,22,2,COMPLETE
902,3913.416323365813,2025-07-01 16:05:05.607523,2025-07-01 18:09:15.989628,0 days 02:04:10.382105,0,13,10,21,82,21,2,COMPLETE
903,2426.6536833300197,2025-07-01 16:05:05.640531,2025-07-01 18:09:03.193309,0 days 02:03:57.552778,0,13,10,21,83,21,2,COMPLETE
904,3746.019800807182,2025-07-01 16:05:05.657266,2025-07-01 18:02:02.107507,0 days 01:56:56.450241,0,13,10,19,83,21,2,COMPLETE
